CONIDX,WELL,DRAWDOWN,DATE,DEPTH,CONKPOS,CONBPRES,WELLMODEL,PRESSURE,SGAS,CONJPOS,SWAT,CONIPOS
10,R_A6,0,2018-11-07,1707.700927734375,10,275.85369873046875,STANDARD,275.85369873046875,-6.634603023220054e-12,42,1.0,17
11,R_A6,0,2018-11-07,1709.5965576171875,11,276.18218994140625,STANDARD,276.18218994140625,-4.743311320977439e-14,42,1.0,17
12,R_A6,0,2018-11-07,1711.860107421875,12,276.396484375,STANDARD,276.396484375,-1.682246735575793e-14,42,1.0,17
13,R_A6,0,2018-11-07,1714.1236572265625,13,276.62286376953125,STANDARD,276.62286376953125,-1.6941310101664209e-15,42,1.0,17
14,R_A6,0,2018-11-07,1716.3870849609375,14,276.8372802734375,STANDARD,276.8372802734375,-1.137691667829903e-15,42,1.0,17
15,R_A6,0,2018-11-07,1718.650634765625,15,277.052001953125,STANDARD,277.052001953125,-8.743054493921983e-16,42,1.0,17
16,R_A6,0,2018-11-07,1720.9141845703125,16,277.4122009277344,STANDARD,277.4122009277344,-2.666406513699538e-16,42,1.0,17
17,R_A6,0,2018-11-07,1723.177734375,17,277.62713623046875,STANDARD,277.62713623046875,-4.205857660994299e-16,42,1.0,17
18,R_A6,0,2018-11-07,1724.763427734375,18,277.77740478515625,STANDARD,277.77740478515625,-4.085057792523831e-16,42,1.0,17
19,R_A6,0,2018-11-07,1726.0699462890625,25,281.5923767089844,STANDARD,281.5923767089844,-4.413247209577124e-18,42,1.0,17
20,R_A6,0,2018-11-07,1727.77490234375,26,281.7430419921875,STANDARD,281.7430419921875,-1.0152722194247256e-17,42,1.0,17
21,R_A6,0,2018-11-07,1729.479736328125,27,282.8113098144531,STANDARD,282.8113098144531,-1.330140813009849e-23,42,1.0,17
22,R_A6,0,2018-11-07,1731.1846923828125,28,283.1050109863281,STANDARD,283.1050109863281,-5.514872847250925e-25,42,1.0,17
23,R_A6,0,2018-11-07,1732.8896484375,29,282.2906188964844,STANDARD,282.2906188964844,-4.785175737121792e-19,42,1.0,17
