WELL,CONIPOS,DRAWDOWN,SGAS,CONKPOS,PRESSURE,WELLMODEL,CONJPOS,SWAT,DATE,CONIDX,DEPTH,CONBPRES
R_A6,17,0,-5.78682230172739e-13,8,275.4454040527344,STANDARD,42,1.0,2018-11-07,8,1705.1380615234375,275.4454040527344
R_A6,17,0,-3.917237356969999e-14,9,275.9145812988281,STANDARD,42,1.0,2018-11-07,9,1706.6741943359375,275.9145812988281
R_A6,17,0,-1.8179722050676306e-12,10,275.7940979003906,STANDARD,42,1.0,2018-11-07,10,1708.2103271484375,275.7940979003906
R_A6,17,0,-1.4917960530075325e-13,11,277.4134826660156,STANDARD,42,1.0,2018-11-07,11,1710.14990234375,277.4134826660156
R_A6,17,0,-3.1979085178546196e-14,12,277.6353454589844,STANDARD,42,1.0,2018-11-07,12,1712.4931640625,277.6353454589844
R_A6,17,0,-3.1407687340240286e-15,13,277.86920166015625,STANDARD,42,1.0,2018-11-07,13,1714.83642578125,277.86920166015625
R_A6,17,0,-2.3781379612824094e-15,14,278.0910949707031,STANDARD,42,1.0,2018-11-07,14,1717.1795654296875,278.0910949707031
R_A6,17,0,-1.6711252776816388e-15,15,278.31353759765625,STANDARD,42,1.0,2018-11-07,15,1719.5228271484375,278.31353759765625
R_A6,17,0,-5.935529379534122e-16,16,278.6817321777344,STANDARD,42,1.0,2018-11-07,16,1721.865966796875,278.6817321777344
R_A6,17,0,-7.578888176050936e-16,17,278.9047546386719,STANDARD,42,1.0,2018-11-07,17,1724.209228515625,278.9047546386719
R_A6,17,0,0.0,18,279.03619384765625,STANDARD,42,1.0,2018-11-07,18,1725.5947265625,279.03619384765625
R_A6,17,0,5.226612044744138e-19,25,283.0429992675781,STANDARD,42,1.0,2018-11-07,19,1726.664306640625,283.0429992675781
R_A6,17,0,5.052008176107031e-19,26,283.5479431152344,STANDARD,42,1.0,2018-11-07,20,1728.375732421875,283.5479431152344
R_A6,17,0,9.339106334086491e-25,27,284.4092712402344,STANDARD,42,1.0,2018-11-07,21,1730.087158203125,284.4092712402344
R_A6,17,0,9.77290254824124e-26,28,284.50128173828125,STANDARD,42,1.0,2018-11-07,22,1731.798583984375,284.50128173828125
R_A6,17,0,1.5166685707038293e-21,29,283.3680725097656,STANDARD,42,1.0,2018-11-07,23,1733.510009765625,283.3680725097656
