CONIDX,WELL,DEPTH,CONIPOS,PRESSURE,CONKPOS,CONJPOS,SWAT,SGAS,DRAWDOWN,CONBPRES,WELLMODEL,DATE
14,R_A6,1718.25,17,278.0962829589844,14,42,1.0,-4.039327079271612e-17,0,278.0962829589844,STANDARD,2018-11-07
15,R_A6,1720.6600341796875,17,278.34326171875,15,42,1.0,-3.4061950974896443e-17,0,278.34326171875,STANDARD,2018-11-07
16,R_A6,1723.070068359375,17,278.76165771484375,16,42,1.0,-4.170704619086776e-18,0,278.76165771484375,STANDARD,2018-11-07
17,R_A6,1725.4493408203125,17,279.040283203125,17,42,1.0,-6.047075743928082e-18,0,279.040283203125,STANDARD,2018-11-07
18,R_A6,1726.7265625,17,279.1864013671875,18,42,1.0,-7.134340759426717e-19,0,279.1864013671875,STANDARD,2018-11-07
19,R_A6,1727.6937255859375,17,279.41461181640625,25,42,1.0,-5.456698411903265e-17,0,279.41461181640625,STANDARD,2018-11-07
20,R_A6,1729.4222412109375,17,279.8695983886719,26,42,1.0,-3.3327288859496247e-17,0,279.8695983886719,STANDARD,2018-11-07
21,R_A6,1731.1507568359375,17,280.65557861328125,27,42,1.0,-1.171044828703377e-22,0,280.65557861328125,STANDARD,2018-11-07
22,R_A6,1732.8792724609375,17,281.3824157714844,28,42,1.0,-1.5059682846805687e-23,0,281.3824157714844,STANDARD,2018-11-07
23,R_A6,1734.6077880859375,17,280.5891418457031,29,42,1.0,-1.1470613643126954e-17,0,280.5891418457031,STANDARD,2018-11-07
